,Lineups,TEAM,MIN,GP,OffRtg,DefRtg,NetRtg,g_cls_1,g_cls_2,g_cls_3,g_cls_4,w_cls_1,w_cls_2,w_cls_3,w_cls_4,f_cls_1,f_cls_2,f_cls_3,f_cls_4,b_cls_1,b_cls_2,b_cls_3,plus_rtg
277,"Jrue Holiday, Khris Middleton, Giannis Antetokounmpo, Grayson Allen, Jordan Nwora",MIL,16,7,113.5,94.7,18.8,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,1
278,"Kyle Lowry, Monte Morris, Jimmy Butler, Bam Adebayo, Tyler Herro",MIA,16,5,82.4,97.1,-14.8,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0
279,"Montrezl Harrell, Kelly Oubre Jr., Terry Rozier, Miles Bridges, P.J. Washington",CHA,16,4,102.9,91.2,11.8,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1
280,"Terrence Ross, Wendell Carter Jr., Cole Anthony, R.J. Hampton, Franz Wagner",ORL,16,5,134.4,100.0,34.4,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
281,"Alec Burks, Evan Fournier, Julius Randle, RJ Barrett, Immanuel Quickley",NYK,15,8,80.0,145.2,-65.2,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0
282,"Domantas Sabonis, Caris LeVert, Malcolm Brogdon, Oshae Brissett, Chris Duarte",IND,15,5,92.6,125.9,-33.3,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0
283,"Harrison Barnes, Richaun Holmes, Buddy Hield, Marvin Bagley III, Tyrese Haliburton",SAC,15,3,100.0,119.4,-19.4,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0
284,"Kyle Lowry, Jimmy Butler, Bam Adebayo, Max Strus, Tyler Herro",MIA,15,3,121.2,58.1,63.1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,1
285,"Kelly Oubre Jr., Terry Rozier, Miles Bridges, Cody Martin, LaMelo Ball",CHA,15,8,84.8,136.4,-51.5,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
286,"P.J. Tucker, Monte Morris, Jimmy Butler, Duncan Robinson, Tyler Herro",MIA,15,4,126.9,118.5,8.4,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1
287,"Reggie Bullock, Kristaps Porzingis, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,15,5,131.3,113.3,17.9,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1
288,"Reggie Bullock, Spencer Dinwiddie, Dorian Finney-Smith, Jalen Brunson, Luka Doncic",DAL,15,7,129.0,123.3,5.7,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1
289,"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Dorian Finney-Smith, Luka Doncic",DAL,15,6,109.7,48.5,61.2,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,1
290,"Reggie Bullock, Tim Hardaway Jr., Kristaps Porzingis, Jalen Brunson, Luka Doncic",DAL,15,3,132.1,92.9,39.3,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1
291,"Stephen Curry, Andrew Wiggins, Kevon Looney, Gary Payton II, Damion Lee",GSW,15,6,77.1,122.6,-45.4,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
292,"Tim Hardaway Jr., Dwight Powell, Dorian Finney-Smith, Maxi Kleber, Jalen Brunson",DAL,15,6,148.1,88.9,59.3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1
